{'high_beta': 0 , 'low_beta': 0 , 'attention': 0 , 'low_gamma': 0 , 'delta': 0 , 'meditation': 0 , 'poor_signal': 200 , 'high_alpha': 0 , 'high_gamma': 0 , 'length': 0 , 'theta': 0 , 'low_alpha': 0} 00:52:28
{'high_beta': 1597.0 , 'low_beta': 4762.0 , 'attention': 0 , 'low_gamma': 878.0 , 'delta': 10996.0 , 'meditation': 0 , 'poor_signal': 0 , 'high_alpha': 2756.0 , 'high_gamma': 540.0 , 'length': 32 , 'theta': 4509.0 , 'low_alpha': 4044.0} 00:52:35
{'high_beta': 11643.0 , 'low_beta': 6635.0 , 'attention': 0 , 'low_gamma': 2433.0 , 'delta': 12189.0 , 'meditation': 0 , 'poor_signal': 0 , 'high_alpha': 14982.0 , 'high_gamma': 1031.0 , 'length': 32 , 'theta': 30795.0 , 'low_alpha': 942.0} 00:52:36
{'high_beta': 5565.0 , 'low_beta': 8621.0 , 'attention': 53 , 'low_gamma': 2061.0 , 'delta': 3926.0 , 'meditation': 35 , 'poor_signal': 0 , 'high_alpha': 6096.0 , 'high_gamma': 3188.0 , 'length': 32 , 'theta': 9144.0 , 'low_alpha': 2649.0} 00:52:37
{'high_beta': 4086.0 , 'low_beta': 4028.0 , 'attention': 56 , 'low_gamma': 2450.0 , 'delta': 8372.0 , 'meditation': 23 , 'poor_signal': 0 , 'high_alpha': 5309.0 , 'high_gamma': 3086.0 , 'length': 32 , 'theta': 23739.0 , 'low_alpha': 5098.0} 00:52:38
{'high_beta': 5854.0 , 'low_beta': 9226.0 , 'attention': 69 , 'low_gamma': 1176.0 , 'delta': 5841.0 , 'meditation': 47 , 'poor_signal': 0 , 'high_alpha': 14571.0 , 'high_gamma': 5793.0 , 'length': 32 , 'theta': 2448.0 , 'low_alpha': 3269.0} 00:52:39
{'high_beta': 5408.0 , 'low_beta': 2654.0 , 'attention': 88 , 'low_gamma': 5048.0 , 'delta': 6763.0 , 'meditation': 27 , 'poor_signal': 0 , 'high_alpha': 616.0 , 'high_gamma': 2049.0 , 'length': 32 , 'theta': 9501.0 , 'low_alpha': 1872.0} 00:52:40
{'high_beta': 3763.0 , 'low_beta': 5566.0 , 'attention': 83 , 'low_gamma': 1370.0 , 'delta': 6101.0 , 'meditation': 44 , 'poor_signal': 0 , 'high_alpha': 8676.0 , 'high_gamma': 2179.0 , 'length': 32 , 'theta': 9921.0 , 'low_alpha': 2086.0} 00:52:41
{'high_beta': 5416.0 , 'low_beta': 5367.0 , 'attention': 97 , 'low_gamma': 5238.0 , 'delta': 9125.0 , 'meditation': 66 , 'poor_signal': 0 , 'high_alpha': 6027.0 , 'high_gamma': 4122.0 , 'length': 32 , 'theta': 3839.0 , 'low_alpha': 1182.0} 00:52:42
{'high_beta': 7524.0 , 'low_beta': 4590.0 , 'attention': 100 , 'low_gamma': 3704.0 , 'delta': 2418.0 , 'meditation': 50 , 'poor_signal': 0 , 'high_alpha': 2524.0 , 'high_gamma': 4265.0 , 'length': 32 , 'theta': 5629.0 , 'low_alpha': 5630.0} 00:52:43
{'high_beta': 12811.0 , 'low_beta': 11507.0 , 'attention': 100 , 'low_gamma': 11073.0 , 'delta': 15958.0 , 'meditation': 75 , 'poor_signal': 0 , 'high_alpha': 14851.0 , 'high_gamma': 4362.0 , 'length': 32 , 'theta': 15819.0 , 'low_alpha': 627.0} 00:52:44
{'high_beta': 10365.0 , 'low_beta': 16321.0 , 'attention': 100 , 'low_gamma': 12050.0 , 'delta': 131883.0 , 'meditation': 81 , 'poor_signal': 0 , 'high_alpha': 26645.0 , 'high_gamma': 5681.0 , 'length': 32 , 'theta': 22013.0 , 'low_alpha': 5783.0} 00:52:45
{'high_beta': 15612.0 , 'low_beta': 26333.0 , 'attention': 93 , 'low_gamma': 8621.0 , 'delta': 34018.0 , 'meditation': 78 , 'poor_signal': 0 , 'high_alpha': 21152.0 , 'high_gamma': 2896.0 , 'length': 32 , 'theta': 44563.0 , 'low_alpha': 19175.0} 00:52:46
{'high_beta': 16400.0 , 'low_beta': 23121.0 , 'attention': 88 , 'low_gamma': 13657.0 , 'delta': 27740.0 , 'meditation': 70 , 'poor_signal': 0 , 'high_alpha': 11834.0 , 'high_gamma': 7444.0 , 'length': 32 , 'theta': 26690.0 , 'low_alpha': 12321.0} 00:52:47
{'high_beta': 8192.0 , 'low_beta': 4049.0 , 'attention': 88 , 'low_gamma': 10905.0 , 'delta': 22207.0 , 'meditation': 67 , 'poor_signal': 0 , 'high_alpha': 6181.0 , 'high_gamma': 5923.0 , 'length': 32 , 'theta': 16310.0 , 'low_alpha': 4026.0} 00:52:48
{'high_beta': 7148.0 , 'low_beta': 4509.0 , 'attention': 100 , 'low_gamma': 3242.0 , 'delta': 6207.0 , 'meditation': 56 , 'poor_signal': 0 , 'high_alpha': 3934.0 , 'high_gamma': 3439.0 , 'length': 32 , 'theta': 3235.0 , 'low_alpha': 2320.0} 00:52:49
{'high_beta': 5639.0 , 'low_beta': 6677.0 , 'attention': 100 , 'low_gamma': 4743.0 , 'delta': 5550.0 , 'meditation': 66 , 'poor_signal': 0 , 'high_alpha': 2844.0 , 'high_gamma': 2341.0 , 'length': 32 , 'theta': 3603.0 , 'low_alpha': 9344.0} 00:52:50
{'high_beta': 4819.0 , 'low_beta': 12680.0 , 'attention': 100 , 'low_gamma': 3789.0 , 'delta': 8883.0 , 'meditation': 81 , 'poor_signal': 0 , 'high_alpha': 7781.0 , 'high_gamma': 3043.0 , 'length': 32 , 'theta': 3829.0 , 'low_alpha': 5780.0} 00:52:51
{'high_beta': 5486.0 , 'low_beta': 5347.0 , 'attention': 100 , 'low_gamma': 888.0 , 'delta': 8673.0 , 'meditation': 81 , 'poor_signal': 0 , 'high_alpha': 3103.0 , 'high_gamma': 1705.0 , 'length': 32 , 'theta': 15064.0 , 'low_alpha': 6046.0} 00:52:52
{'high_beta': 8530.0 , 'low_beta': 3653.0 , 'attention': 96 , 'low_gamma': 2899.0 , 'delta': 7309.0 , 'meditation': 69 , 'poor_signal': 0 , 'high_alpha': 3417.0 , 'high_gamma': 3432.0 , 'length': 32 , 'theta': 14709.0 , 'low_alpha': 3384.0} 00:52:53
{'high_beta': 9629.0 , 'low_beta': 10638.0 , 'attention': 100 , 'low_gamma': 11465.0 , 'delta': 6896.0 , 'meditation': 50 , 'poor_signal': 0 , 'high_alpha': 4379.0 , 'high_gamma': 16814.0 , 'length': 32 , 'theta': 8994.0 , 'low_alpha': 3932.0} 00:52:54
{'high_beta': 17310.0 , 'low_beta': 7129.0 , 'attention': 100 , 'low_gamma': 26249.0 , 'delta': 47752.0 , 'meditation': 24 , 'poor_signal': 0 , 'high_alpha': 2155.0 , 'high_gamma': 13081.0 , 'length': 32 , 'theta': 36724.0 , 'low_alpha': 10494.0} 00:52:55
{'high_beta': 1391.0 , 'low_beta': 3046.0 , 'attention': 93 , 'low_gamma': 2350.0 , 'delta': 96136.0 , 'meditation': 29 , 'poor_signal': 0 , 'high_alpha': 3588.0 , 'high_gamma': 2693.0 , 'length': 32 , 'theta': 8873.0 , 'low_alpha': 1918.0} 00:52:56
{'high_beta': 11248.0 , 'low_beta': 16996.0 , 'attention': 94 , 'low_gamma': 10029.0 , 'delta': 5685.0 , 'meditation': 35 , 'poor_signal': 0 , 'high_alpha': 6807.0 , 'high_gamma': 5943.0 , 'length': 32 , 'theta': 9861.0 , 'low_alpha': 5558.0} 00:52:57
{'high_beta': 7152.0 , 'low_beta': 22561.0 , 'attention': 84 , 'low_gamma': 6112.0 , 'delta': 9360.0 , 'meditation': 47 , 'poor_signal': 0 , 'high_alpha': 9320.0 , 'high_gamma': 3085.0 , 'length': 32 , 'theta': 11608.0 , 'low_alpha': 11620.0} 00:52:58
{'high_beta': 9695.0 , 'low_beta': 4132.0 , 'attention': 87 , 'low_gamma': 6019.0 , 'delta': 4253.0 , 'meditation': 54 , 'poor_signal': 0 , 'high_alpha': 4497.0 , 'high_gamma': 4050.0 , 'length': 32 , 'theta': 15072.0 , 'low_alpha': 4401.0} 00:52:59
{'high_beta': 2007.0 , 'low_beta': 1146.0 , 'attention': 100 , 'low_gamma': 2057.0 , 'delta': 17121.0 , 'meditation': 66 , 'poor_signal': 0 , 'high_alpha': 936.0 , 'high_gamma': 2534.0 , 'length': 32 , 'theta': 2717.0 , 'low_alpha': 3493.0} 00:53:00
{'high_beta': 9204.0 , 'low_beta': 11273.0 , 'attention': 88 , 'low_gamma': 11079.0 , 'delta': 24984.0 , 'meditation': 90 , 'poor_signal': 0 , 'high_alpha': 36058.0 , 'high_gamma': 3431.0 , 'length': 32 , 'theta': 16154.0 , 'low_alpha': 1738.0} 00:53:01
{'high_beta': 17212.0 , 'low_beta': 12756.0 , 'attention': 100 , 'low_gamma': 4757.0 , 'delta': 25781.0 , 'meditation': 78 , 'poor_signal': 0 , 'high_alpha': 3949.0 , 'high_gamma': 6328.0 , 'length': 32 , 'theta': 13016.0 , 'low_alpha': 10094.0} 00:53:02
