{'high_beta': 0 , 'low_beta': 0 , 'attention': 0 , 'low_gamma': 0 , 'delta': 0 , 'meditation': 0 , 'poor_signal': 200 , 'high_alpha': 0 , 'high_gamma': 0 , 'length': 0 , 'theta': 0 , 'low_alpha': 0} 00:58:43
{'high_beta': 7335.0 , 'low_beta': 3467.0 , 'attention': 69 , 'low_gamma': 6399.0 , 'delta': 25564.0 , 'meditation': 16 , 'poor_signal': 0 , 'high_alpha': 7612.0 , 'high_gamma': 5568.0 , 'length': 32 , 'theta': 49130.0 , 'low_alpha': 3295.0} 00:59:05
{'high_beta': 5876.0 , 'low_beta': 6507.0 , 'attention': 61 , 'low_gamma': 2946.0 , 'delta': 24504.0 , 'meditation': 26 , 'poor_signal': 0 , 'high_alpha': 4261.0 , 'high_gamma': 863.0 , 'length': 32 , 'theta': 12516.0 , 'low_alpha': 9410.0} 00:59:06
{'high_beta': 8108.0 , 'low_beta': 9904.0 , 'attention': 60 , 'low_gamma': 16769.0 , 'delta': 22150.0 , 'meditation': 40 , 'poor_signal': 0 , 'high_alpha': 6330.0 , 'high_gamma': 10491.0 , 'length': 32 , 'theta': 8566.0 , 'low_alpha': 7438.0} 00:59:07
{'high_beta': 11225.0 , 'low_beta': 9387.0 , 'attention': 64 , 'low_gamma': 11479.0 , 'delta': 31136.0 , 'meditation': 69 , 'poor_signal': 0 , 'high_alpha': 17481.0 , 'high_gamma': 10259.0 , 'length': 32 , 'theta': 11303.0 , 'low_alpha': 13584.0} 00:59:08
{'high_beta': 3249.0 , 'low_beta': 4515.0 , 'attention': 63 , 'low_gamma': 4359.0 , 'delta': 3569.0 , 'meditation': 88 , 'poor_signal': 0 , 'high_alpha': 2018.0 , 'high_gamma': 3322.0 , 'length': 32 , 'theta': 14136.0 , 'low_alpha': 13873.0} 00:59:09
{'high_beta': 6859.0 , 'low_beta': 6331.0 , 'attention': 67 , 'low_gamma': 3462.0 , 'delta': 17526.0 , 'meditation': 74 , 'poor_signal': 0 , 'high_alpha': 4013.0 , 'high_gamma': 4081.0 , 'length': 32 , 'theta': 16696.0 , 'low_alpha': 1179.0} 00:59:10
{'high_beta': 11938.0 , 'low_beta': 7317.0 , 'attention': 66 , 'low_gamma': 2777.0 , 'delta': 27624.0 , 'meditation': 60 , 'poor_signal': 0 , 'high_alpha': 3024.0 , 'high_gamma': 5166.0 , 'length': 32 , 'theta': 23113.0 , 'low_alpha': 4985.0} 00:59:11
{'high_beta': 6166.0 , 'low_beta': 10801.0 , 'attention': 61 , 'low_gamma': 2056.0 , 'delta': 18202.0 , 'meditation': 43 , 'poor_signal': 0 , 'high_alpha': 4313.0 , 'high_gamma': 3031.0 , 'length': 32 , 'theta': 22368.0 , 'low_alpha': 6660.0} 00:59:12
{'high_beta': 10139.0 , 'low_beta': 13725.0 , 'attention': 77 , 'low_gamma': 3371.0 , 'delta': 18673.0 , 'meditation': 30 , 'poor_signal': 0 , 'high_alpha': 10132.0 , 'high_gamma': 2124.0 , 'length': 32 , 'theta': 16637.0 , 'low_alpha': 2679.0} 00:59:13
{'high_beta': 24389.0 , 'low_beta': 5674.0 , 'attention': 75 , 'low_gamma': 32160.0 , 'delta': 1253521.0 , 'meditation': 40 , 'poor_signal': 0 , 'high_alpha': 20786.0 , 'high_gamma': 4731.0 , 'length': 32 , 'theta': 49972.0 , 'low_alpha': 7387.0} 00:59:14
{'high_beta': 18726.0 , 'low_beta': 5440.0 , 'attention': 87 , 'low_gamma': 15806.0 , 'delta': 1936.0 , 'meditation': 43 , 'poor_signal': 0 , 'high_alpha': 3650.0 , 'high_gamma': 10558.0 , 'length': 32 , 'theta': 13300.0 , 'low_alpha': 4561.0} 00:59:15
{'high_beta': 17965.0 , 'low_beta': 3570.0 , 'attention': 100 , 'low_gamma': 7623.0 , 'delta': 6124.0 , 'meditation': 44 , 'poor_signal': 0 , 'high_alpha': 6469.0 , 'high_gamma': 5484.0 , 'length': 32 , 'theta': 7373.0 , 'low_alpha': 3562.0} 00:59:16
{'high_beta': 11229.0 , 'low_beta': 8615.0 , 'attention': 100 , 'low_gamma': 4488.0 , 'delta': 3864.0 , 'meditation': 41 , 'poor_signal': 0 , 'high_alpha': 3654.0 , 'high_gamma': 6997.0 , 'length': 32 , 'theta': 4780.0 , 'low_alpha': 2775.0} 00:59:17
{'high_beta': 6346.0 , 'low_beta': 10636.0 , 'attention': 100 , 'low_gamma': 7176.0 , 'delta': 4431.0 , 'meditation': 20 , 'poor_signal': 0 , 'high_alpha': 539.0 , 'high_gamma': 2479.0 , 'length': 32 , 'theta': 15962.0 , 'low_alpha': 1279.0} 00:59:18
