{'high_beta': 0 , 'low_beta': 0 , 'attention': 0 , 'low_gamma': 0 , 'delta': 0 , 'meditation': 0 , 'poor_signal': 200 , 'high_alpha': 0 , 'high_gamma': 0 , 'length': 0 , 'theta': 0 , 'low_alpha': 0} 00:50:51
{'high_beta': 8869.0 , 'low_beta': 3582.0 , 'attention': 57 , 'low_gamma': 5404.0 , 'delta': 437215.0 , 'meditation': 27 , 'poor_signal': 0 , 'high_alpha': 9398.0 , 'high_gamma': 6602.0 , 'length': 32 , 'theta': 29203.0 , 'low_alpha': 760.0} 00:51:00
{'high_beta': 10597.0 , 'low_beta': 8629.0 , 'attention': 67 , 'low_gamma': 6390.0 , 'delta': 43768.0 , 'meditation': 23 , 'poor_signal': 0 , 'high_alpha': 8353.0 , 'high_gamma': 1942.0 , 'length': 32 , 'theta': 16660.0 , 'low_alpha': 2995.0} 00:51:01
{'high_beta': 10630.0 , 'low_beta': 12592.0 , 'attention': 74 , 'low_gamma': 4106.0 , 'delta': 805593.0 , 'meditation': 14 , 'poor_signal': 0 , 'high_alpha': 10127.0 , 'high_gamma': 4070.0 , 'length': 32 , 'theta': 34456.0 , 'low_alpha': 3956.0} 00:51:02
{'high_beta': 12443.0 , 'low_beta': 17143.0 , 'attention': 64 , 'low_gamma': 4294.0 , 'delta': 439405.0 , 'meditation': 3 , 'poor_signal': 0 , 'high_alpha': 5214.0 , 'high_gamma': 6420.0 , 'length': 32 , 'theta': 42915.0 , 'low_alpha': 6837.0} 00:51:03
{'high_beta': 4847.0 , 'low_beta': 8233.0 , 'attention': 56 , 'low_gamma': 5285.0 , 'delta': 1403.0 , 'meditation': 1 , 'poor_signal': 0 , 'high_alpha': 1651.0 , 'high_gamma': 2519.0 , 'length': 32 , 'theta': 44388.0 , 'low_alpha': 1519.0} 00:51:04
{'high_beta': 8165.0 , 'low_beta': 19422.0 , 'attention': 48 , 'low_gamma': 4749.0 , 'delta': 32523.0 , 'meditation': 1 , 'poor_signal': 0 , 'high_alpha': 11418.0 , 'high_gamma': 7301.0 , 'length': 32 , 'theta': 28933.0 , 'low_alpha': 5592.0} 00:51:05
{'high_beta': 12928.0 , 'low_beta': 13401.0 , 'attention': 48 , 'low_gamma': 7070.0 , 'delta': 362221.0 , 'meditation': 14 , 'poor_signal': 0 , 'high_alpha': 17662.0 , 'high_gamma': 3814.0 , 'length': 32 , 'theta': 19647.0 , 'low_alpha': 16615.0} 00:51:06
{'high_beta': 10627.0 , 'low_beta': 15050.0 , 'attention': 50 , 'low_gamma': 6730.0 , 'delta': 445104.0 , 'meditation': 23 , 'poor_signal': 0 , 'high_alpha': 6954.0 , 'high_gamma': 4024.0 , 'length': 32 , 'theta': 33177.0 , 'low_alpha': 3850.0} 00:51:07
{'high_beta': 7977.0 , 'low_beta': 19108.0 , 'attention': 53 , 'low_gamma': 7811.0 , 'delta': 17296.0 , 'meditation': 40 , 'poor_signal': 0 , 'high_alpha': 6732.0 , 'high_gamma': 3810.0 , 'length': 32 , 'theta': 37905.0 , 'low_alpha': 12475.0} 00:51:08
{'high_beta': 5780.0 , 'low_beta': 5109.0 , 'attention': 61 , 'low_gamma': 5034.0 , 'delta': 8088.0 , 'meditation': 44 , 'poor_signal': 0 , 'high_alpha': 3086.0 , 'high_gamma': 6615.0 , 'length': 32 , 'theta': 5630.0 , 'low_alpha': 5662.0} 00:51:09
{'high_beta': 6216.0 , 'low_beta': 5292.0 , 'attention': 66 , 'low_gamma': 5077.0 , 'delta': 10216.0 , 'meditation': 40 , 'poor_signal': 0 , 'high_alpha': 8680.0 , 'high_gamma': 3716.0 , 'length': 32 , 'theta': 8298.0 , 'low_alpha': 752.0} 00:51:10
{'high_beta': 5114.0 , 'low_beta': 11410.0 , 'attention': 64 , 'low_gamma': 2471.0 , 'delta': 9447.0 , 'meditation': 54 , 'poor_signal': 0 , 'high_alpha': 11439.0 , 'high_gamma': 2799.0 , 'length': 32 , 'theta': 4808.0 , 'low_alpha': 6042.0} 00:51:11
{'high_beta': 8533.0 , 'low_beta': 9079.0 , 'attention': 74 , 'low_gamma': 4659.0 , 'delta': 9193.0 , 'meditation': 54 , 'poor_signal': 0 , 'high_alpha': 4342.0 , 'high_gamma': 2868.0 , 'length': 32 , 'theta': 19058.0 , 'low_alpha': 5473.0} 00:51:12
{'high_beta': 6815.0 , 'low_beta': 7735.0 , 'attention': 67 , 'low_gamma': 10762.0 , 'delta': 10782.0 , 'meditation': 53 , 'poor_signal': 0 , 'high_alpha': 9468.0 , 'high_gamma': 3486.0 , 'length': 32 , 'theta': 14409.0 , 'low_alpha': 3407.0} 00:51:13
{'high_beta': 5218.0 , 'low_beta': 4841.0 , 'attention': 66 , 'low_gamma': 1922.0 , 'delta': 18570.0 , 'meditation': 53 , 'poor_signal': 0 , 'high_alpha': 1488.0 , 'high_gamma': 2213.0 , 'length': 32 , 'theta': 8148.0 , 'low_alpha': 7526.0} 00:51:14
{'high_beta': 2748.0 , 'low_beta': 7470.0 , 'attention': 57 , 'low_gamma': 1401.0 , 'delta': 106589.0 , 'meditation': 53 , 'poor_signal': 0 , 'high_alpha': 4436.0 , 'high_gamma': 1472.0 , 'length': 32 , 'theta': 9148.0 , 'low_alpha': 12090.0} 00:51:15
{'high_beta': 9364.0 , 'low_beta': 8232.0 , 'attention': 51 , 'low_gamma': 5260.0 , 'delta': 149254.0 , 'meditation': 64 , 'poor_signal': 0 , 'high_alpha': 22213.0 , 'high_gamma': 4243.0 , 'length': 32 , 'theta': 27413.0 , 'low_alpha': 8730.0} 00:51:16
{'high_beta': 4505.0 , 'low_beta': 5520.0 , 'attention': 50 , 'low_gamma': 1732.0 , 'delta': 3696.0 , 'meditation': 69 , 'poor_signal': 0 , 'high_alpha': 6160.0 , 'high_gamma': 1410.0 , 'length': 32 , 'theta': 8195.0 , 'low_alpha': 7854.0} 00:51:17
{'high_beta': 8198.0 , 'low_beta': 13314.0 , 'attention': 48 , 'low_gamma': 7608.0 , 'delta': 7059.0 , 'meditation': 61 , 'poor_signal': 0 , 'high_alpha': 4813.0 , 'high_gamma': 5170.0 , 'length': 32 , 'theta': 26865.0 , 'low_alpha': 4605.0} 00:51:18
{'high_beta': 11862.0 , 'low_beta': 13203.0 , 'attention': 60 , 'low_gamma': 11009.0 , 'delta': 19657.0 , 'meditation': 60 , 'poor_signal': 0 , 'high_alpha': 10797.0 , 'high_gamma': 4575.0 , 'length': 32 , 'theta': 7534.0 , 'low_alpha': 14957.0} 00:51:19
{'high_beta': 11230.0 , 'low_beta': 14119.0 , 'attention': 66 , 'low_gamma': 3896.0 , 'delta': 6263.0 , 'meditation': 53 , 'poor_signal': 0 , 'high_alpha': 11368.0 , 'high_gamma': 4705.0 , 'length': 32 , 'theta': 16653.0 , 'low_alpha': 6201.0} 00:51:20
{'high_beta': 10387.0 , 'low_beta': 22908.0 , 'attention': 61 , 'low_gamma': 14051.0 , 'delta': 20655.0 , 'meditation': 48 , 'poor_signal': 0 , 'high_alpha': 16947.0 , 'high_gamma': 7496.0 , 'length': 32 , 'theta': 45375.0 , 'low_alpha': 15736.0} 00:51:21
{'high_beta': 7284.0 , 'low_beta': 9612.0 , 'attention': 53 , 'low_gamma': 3346.0 , 'delta': 13349.0 , 'meditation': 51 , 'poor_signal': 0 , 'high_alpha': 12800.0 , 'high_gamma': 1852.0 , 'length': 32 , 'theta': 40710.0 , 'low_alpha': 7388.0} 00:51:22
{'high_beta': 7066.0 , 'low_beta': 9108.0 , 'attention': 51 , 'low_gamma': 2508.0 , 'delta': 4612.0 , 'meditation': 50 , 'poor_signal': 0 , 'high_alpha': 6467.0 , 'high_gamma': 3981.0 , 'length': 32 , 'theta': 9934.0 , 'low_alpha': 9102.0} 00:51:23
{'high_beta': 6942.0 , 'low_beta': 8966.0 , 'attention': 51 , 'low_gamma': 10834.0 , 'delta': 6906.0 , 'meditation': 48 , 'poor_signal': 0 , 'high_alpha': 9343.0 , 'high_gamma': 3471.0 , 'length': 32 , 'theta': 16101.0 , 'low_alpha': 981.0} 00:51:24
{'high_beta': 2554.0 , 'low_beta': 9372.0 , 'attention': 54 , 'low_gamma': 2098.0 , 'delta': 2047.0 , 'meditation': 50 , 'poor_signal': 0 , 'high_alpha': 5095.0 , 'high_gamma': 2533.0 , 'length': 32 , 'theta': 3626.0 , 'low_alpha': 3709.0} 00:51:25
