{'high_beta': 0 , 'low_beta': 0 , 'attention': 0 , 'low_gamma': 0 , 'delta': 0 , 'meditation': 0 , 'poor_signal': 200 , 'high_alpha': 0 , 'high_gamma': 0 , 'length': 0 , 'theta': 0 , 'low_alpha': 0} 00:49:13
{'high_beta': 16420.0 , 'low_beta': 32310.0 , 'attention': 81 , 'low_gamma': 6612.0 , 'delta': 1677.0 , 'meditation': 44 , 'poor_signal': 0 , 'high_alpha': 6258.0 , 'high_gamma': 5220.0 , 'length': 32 , 'theta': 6902.0 , 'low_alpha': 13074.0} 00:49:33
{'high_beta': 6633.0 , 'low_beta': 12310.0 , 'attention': 67 , 'low_gamma': 9889.0 , 'delta': 6449.0 , 'meditation': 48 , 'poor_signal': 0 , 'high_alpha': 10577.0 , 'high_gamma': 6435.0 , 'length': 32 , 'theta': 5310.0 , 'low_alpha': 10777.0} 00:49:34
{'high_beta': 8632.0 , 'low_beta': 8467.0 , 'attention': 67 , 'low_gamma': 5735.0 , 'delta': 9499.0 , 'meditation': 56 , 'poor_signal': 0 , 'high_alpha': 11917.0 , 'high_gamma': 2358.0 , 'length': 32 , 'theta': 9977.0 , 'low_alpha': 8938.0} 00:49:35
{'high_beta': 7245.0 , 'low_beta': 11000.0 , 'attention': 70 , 'low_gamma': 4017.0 , 'delta': 2065.0 , 'meditation': 41 , 'poor_signal': 0 , 'high_alpha': 3593.0 , 'high_gamma': 6430.0 , 'length': 32 , 'theta': 9739.0 , 'low_alpha': 648.0} 00:49:36
{'high_beta': 8139.0 , 'low_beta': 9483.0 , 'attention': 74 , 'low_gamma': 3326.0 , 'delta': 12606.0 , 'meditation': 40 , 'poor_signal': 0 , 'high_alpha': 3070.0 , 'high_gamma': 3877.0 , 'length': 32 , 'theta': 3759.0 , 'low_alpha': 4034.0} 00:49:37
{'high_beta': 9838.0 , 'low_beta': 6061.0 , 'attention': 75 , 'low_gamma': 4849.0 , 'delta': 3656.0 , 'meditation': 26 , 'poor_signal': 0 , 'high_alpha': 10931.0 , 'high_gamma': 6055.0 , 'length': 32 , 'theta': 21763.0 , 'low_alpha': 4064.0} 00:49:38
{'high_beta': 14228.0 , 'low_beta': 14900.0 , 'attention': 88 , 'low_gamma': 3114.0 , 'delta': 14588.0 , 'meditation': 8 , 'poor_signal': 0 , 'high_alpha': 4642.0 , 'high_gamma': 5583.0 , 'length': 32 , 'theta': 7908.0 , 'low_alpha': 4951.0} 00:49:39
{'high_beta': 9607.0 , 'low_beta': 18631.0 , 'attention': 83 , 'low_gamma': 3918.0 , 'delta': 8787.0 , 'meditation': 14 , 'poor_signal': 0 , 'high_alpha': 5985.0 , 'high_gamma': 3667.0 , 'length': 32 , 'theta': 15784.0 , 'low_alpha': 3427.0} 00:49:40
{'high_beta': 15949.0 , 'low_beta': 40607.0 , 'attention': 75 , 'low_gamma': 20409.0 , 'delta': 44432.0 , 'meditation': 11 , 'poor_signal': 0 , 'high_alpha': 12436.0 , 'high_gamma': 9160.0 , 'length': 32 , 'theta': 20181.0 , 'low_alpha': 9756.0} 00:49:41
{'high_beta': 26002.0 , 'low_beta': 8317.0 , 'attention': 67 , 'low_gamma': 12834.0 , 'delta': 275235.0 , 'meditation': 1 , 'poor_signal': 0 , 'high_alpha': 2920.0 , 'high_gamma': 7467.0 , 'length': 32 , 'theta': 147592.0 , 'low_alpha': 2361.0} 00:49:42
{'high_beta': 10889.0 , 'low_beta': 13358.0 , 'attention': 51 , 'low_gamma': 5385.0 , 'delta': 18422.0 , 'meditation': 16 , 'poor_signal': 0 , 'high_alpha': 17547.0 , 'high_gamma': 11245.0 , 'length': 32 , 'theta': 24718.0 , 'low_alpha': 13301.0} 00:49:43
{'high_beta': 6832.0 , 'low_beta': 9299.0 , 'attention': 38 , 'low_gamma': 9263.0 , 'delta': 114847.0 , 'meditation': 38 , 'poor_signal': 0 , 'high_alpha': 10543.0 , 'high_gamma': 9013.0 , 'length': 32 , 'theta': 26828.0 , 'low_alpha': 13952.0} 00:49:44
{'high_beta': 16984.0 , 'low_beta': 10990.0 , 'attention': 43 , 'low_gamma': 6119.0 , 'delta': 5570.0 , 'meditation': 48 , 'poor_signal': 0 , 'high_alpha': 5768.0 , 'high_gamma': 3977.0 , 'length': 32 , 'theta': 16456.0 , 'low_alpha': 4621.0} 00:49:45
{'high_beta': 14869.0 , 'low_beta': 10383.0 , 'attention': 51 , 'low_gamma': 8957.0 , 'delta': 86587.0 , 'meditation': 64 , 'poor_signal': 0 , 'high_alpha': 3195.0 , 'high_gamma': 8306.0 , 'length': 32 , 'theta': 42639.0 , 'low_alpha': 6992.0} 00:49:46
{'high_beta': 6607.0 , 'low_beta': 18902.0 , 'attention': 44 , 'low_gamma': 8145.0 , 'delta': 20238.0 , 'meditation': 56 , 'poor_signal': 0 , 'high_alpha': 7755.0 , 'high_gamma': 9188.0 , 'length': 32 , 'theta': 33460.0 , 'low_alpha': 13653.0} 00:49:47
