{'high_beta': 0 , 'low_beta': 0 , 'attention': 0 , 'low_gamma': 0 , 'delta': 0 , 'meditation': 0 , 'poor_signal': 200 , 'high_alpha': 0 , 'high_gamma': 0 , 'length': 0 , 'theta': 0 , 'low_alpha': 0} 00:59:49
{'high_beta': 3225.0 , 'low_beta': 2673.0 , 'attention': 66 , 'low_gamma': 1252.0 , 'delta': 6819.0 , 'meditation': 100 , 'poor_signal': 0 , 'high_alpha': 1295.0 , 'high_gamma': 1946.0 , 'length': 32 , 'theta': 7955.0 , 'low_alpha': 4797.0} 01:00:10
{'high_beta': 1243.0 , 'low_beta': 6773.0 , 'attention': 63 , 'low_gamma': 1232.0 , 'delta': 2602.0 , 'meditation': 100 , 'poor_signal': 0 , 'high_alpha': 4921.0 , 'high_gamma': 1257.0 , 'length': 32 , 'theta': 5005.0 , 'low_alpha': 3202.0} 01:00:11
{'high_beta': 2728.0 , 'low_beta': 2460.0 , 'attention': 60 , 'low_gamma': 3466.0 , 'delta': 7871.0 , 'meditation': 100 , 'poor_signal': 0 , 'high_alpha': 12642.0 , 'high_gamma': 2257.0 , 'length': 32 , 'theta': 5699.0 , 'low_alpha': 2324.0} 01:00:12
{'high_beta': 8735.0 , 'low_beta': 3612.0 , 'attention': 63 , 'low_gamma': 3551.0 , 'delta': 7908.0 , 'meditation': 100 , 'poor_signal': 0 , 'high_alpha': 2854.0 , 'high_gamma': 1764.0 , 'length': 32 , 'theta': 2791.0 , 'low_alpha': 6854.0} 01:00:13
{'high_beta': 5363.0 , 'low_beta': 10617.0 , 'attention': 63 , 'low_gamma': 3035.0 , 'delta': 2503.0 , 'meditation': 100 , 'poor_signal': 0 , 'high_alpha': 5790.0 , 'high_gamma': 1965.0 , 'length': 32 , 'theta': 11653.0 , 'low_alpha': 6996.0} 01:00:14
{'high_beta': 1641.0 , 'low_beta': 6720.0 , 'attention': 60 , 'low_gamma': 1672.0 , 'delta': 2375.0 , 'meditation': 84 , 'poor_signal': 0 , 'high_alpha': 5019.0 , 'high_gamma': 522.0 , 'length': 32 , 'theta': 22727.0 , 'low_alpha': 780.0} 01:00:15
{'high_beta': 3992.0 , 'low_beta': 5119.0 , 'attention': 64 , 'low_gamma': 1715.0 , 'delta': 5130.0 , 'meditation': 60 , 'poor_signal': 0 , 'high_alpha': 501.0 , 'high_gamma': 3068.0 , 'length': 32 , 'theta': 12067.0 , 'low_alpha': 3281.0} 01:00:16
{'high_beta': 7570.0 , 'low_beta': 2542.0 , 'attention': 63 , 'low_gamma': 7981.0 , 'delta': 4237.0 , 'meditation': 51 , 'poor_signal': 0 , 'high_alpha': 881.0 , 'high_gamma': 4089.0 , 'length': 32 , 'theta': 7290.0 , 'low_alpha': 5730.0} 01:00:17
{'high_beta': 2476.0 , 'low_beta': 3086.0 , 'attention': 61 , 'low_gamma': 4062.0 , 'delta': 2510.0 , 'meditation': 47 , 'poor_signal': 0 , 'high_alpha': 1161.0 , 'high_gamma': 1944.0 , 'length': 32 , 'theta': 8172.0 , 'low_alpha': 3157.0} 01:00:18
{'high_beta': 3190.0 , 'low_beta': 6758.0 , 'attention': 67 , 'low_gamma': 1864.0 , 'delta': 1665.0 , 'meditation': 60 , 'poor_signal': 0 , 'high_alpha': 7444.0 , 'high_gamma': 1817.0 , 'length': 32 , 'theta': 12578.0 , 'low_alpha': 2322.0} 01:00:19
{'high_beta': 8679.0 , 'low_beta': 2358.0 , 'attention': 69 , 'low_gamma': 4442.0 , 'delta': 3796.0 , 'meditation': 81 , 'poor_signal': 0 , 'high_alpha': 4051.0 , 'high_gamma': 3587.0 , 'length': 32 , 'theta': 7370.0 , 'low_alpha': 15961.0} 01:00:20
{'high_beta': 11237.0 , 'low_beta': 12174.0 , 'attention': 60 , 'low_gamma': 4879.0 , 'delta': 58651.0 , 'meditation': 83 , 'poor_signal': 0 , 'high_alpha': 7974.0 , 'high_gamma': 2860.0 , 'length': 32 , 'theta': 46744.0 , 'low_alpha': 20611.0} 01:00:21
{'high_beta': 2809.0 , 'low_beta': 6535.0 , 'attention': 51 , 'low_gamma': 5842.0 , 'delta': 187714.0 , 'meditation': 77 , 'poor_signal': 0 , 'high_alpha': 3982.0 , 'high_gamma': 2715.0 , 'length': 32 , 'theta': 37078.0 , 'low_alpha': 4649.0} 01:00:22
{'high_beta': 5371.0 , 'low_beta': 6121.0 , 'attention': 53 , 'low_gamma': 3397.0 , 'delta': 18088.0 , 'meditation': 80 , 'poor_signal': 0 , 'high_alpha': 5167.0 , 'high_gamma': 3231.0 , 'length': 32 , 'theta': 11248.0 , 'low_alpha': 9035.0} 01:00:23
