{'high_beta': 0 , 'low_beta': 0 , 'attention': 0 , 'low_gamma': 0 , 'delta': 0 , 'meditation': 0 , 'poor_signal': 200 , 'high_alpha': 0 , 'high_gamma': 0 , 'length': 0 , 'theta': 0 , 'low_alpha': 0} 00:57:40
{'high_beta': 12549.0 , 'low_beta': 11291.0 , 'attention': 0 , 'low_gamma': 7957.0 , 'delta': 224804.0 , 'meditation': 0 , 'poor_signal': 25 , 'high_alpha': 21171.0 , 'high_gamma': 8822.0 , 'length': 32 , 'theta': 127647.0 , 'low_alpha': 107524.0} 00:57:46
{'high_beta': 1801.0 , 'low_beta': 2640.0 , 'attention': 0 , 'low_gamma': 1122.0 , 'delta': 215466.0 , 'meditation': 0 , 'poor_signal': 0 , 'high_alpha': 3310.0 , 'high_gamma': 1702.0 , 'length': 32 , 'theta': 17953.0 , 'low_alpha': 1285.0} 00:57:47
{'high_beta': 3889.0 , 'low_beta': 3092.0 , 'attention': 0 , 'low_gamma': 4590.0 , 'delta': 122462.0 , 'meditation': 0 , 'poor_signal': 0 , 'high_alpha': 862.0 , 'high_gamma': 4199.0 , 'length': 32 , 'theta': 18436.0 , 'low_alpha': 3106.0} 00:57:48
{'high_beta': 8844.0 , 'low_beta': 4846.0 , 'attention': 0 , 'low_gamma': 18749.0 , 'delta': 2777.0 , 'meditation': 0 , 'poor_signal': 0 , 'high_alpha': 4427.0 , 'high_gamma': 12376.0 , 'length': 32 , 'theta': 7546.0 , 'low_alpha': 548.0} 00:57:49
{'high_beta': 9714.0 , 'low_beta': 8050.0 , 'attention': 50 , 'low_gamma': 14011.0 , 'delta': 2265.0 , 'meditation': 56 , 'poor_signal': 0 , 'high_alpha': 3922.0 , 'high_gamma': 14520.0 , 'length': 32 , 'theta': 9327.0 , 'low_alpha': 3140.0} 00:57:50
{'high_beta': 4322.0 , 'low_beta': 1606.0 , 'attention': 47 , 'low_gamma': 2244.0 , 'delta': 30101.0 , 'meditation': 69 , 'poor_signal': 0 , 'high_alpha': 2616.0 , 'high_gamma': 614.0 , 'length': 32 , 'theta': 27030.0 , 'low_alpha': 5496.0} 00:57:51
{'high_beta': 3246.0 , 'low_beta': 2770.0 , 'attention': 51 , 'low_gamma': 2917.0 , 'delta': 7144.0 , 'meditation': 93 , 'poor_signal': 0 , 'high_alpha': 3760.0 , 'high_gamma': 3821.0 , 'length': 32 , 'theta': 4537.0 , 'low_alpha': 2690.0} 00:57:52
{'high_beta': 9981.0 , 'low_beta': 7517.0 , 'attention': 54 , 'low_gamma': 4296.0 , 'delta': 6353.0 , 'meditation': 80 , 'poor_signal': 0 , 'high_alpha': 2538.0 , 'high_gamma': 5780.0 , 'length': 32 , 'theta': 30728.0 , 'low_alpha': 4698.0} 00:57:53
{'high_beta': 6973.0 , 'low_beta': 4222.0 , 'attention': 48 , 'low_gamma': 4283.0 , 'delta': 9242.0 , 'meditation': 80 , 'poor_signal': 0 , 'high_alpha': 9278.0 , 'high_gamma': 2635.0 , 'length': 32 , 'theta': 13345.0 , 'low_alpha': 1701.0} 00:57:54
{'high_beta': 20750.0 , 'low_beta': 22930.0 , 'attention': 43 , 'low_gamma': 14338.0 , 'delta': 2082286.0 , 'meditation': 70 , 'poor_signal': 0 , 'high_alpha': 46203.0 , 'high_gamma': 12591.0 , 'length': 32 , 'theta': 207220.0 , 'low_alpha': 30662.0} 00:57:55
{'high_beta': 10264.0 , 'low_beta': 8432.0 , 'attention': 41 , 'low_gamma': 5201.0 , 'delta': 105855.0 , 'meditation': 43 , 'poor_signal': 0 , 'high_alpha': 5494.0 , 'high_gamma': 7220.0 , 'length': 32 , 'theta': 32204.0 , 'low_alpha': 4897.0} 00:57:56
{'high_beta': 25064.0 , 'low_beta': 9179.0 , 'attention': 43 , 'low_gamma': 12839.0 , 'delta': 347553.0 , 'meditation': 61 , 'poor_signal': 0 , 'high_alpha': 7622.0 , 'high_gamma': 4249.0 , 'length': 32 , 'theta': 67347.0 , 'low_alpha': 21425.0} 00:57:57
{'high_beta': 13035.0 , 'low_beta': 11288.0 , 'attention': 41 , 'low_gamma': 11742.0 , 'delta': 55322.0 , 'meditation': 66 , 'poor_signal': 0 , 'high_alpha': 16006.0 , 'high_gamma': 7603.0 , 'length': 32 , 'theta': 16590.0 , 'low_alpha': 13663.0} 00:57:58
{'high_beta': 10438.0 , 'low_beta': 7181.0 , 'attention': 60 , 'low_gamma': 3126.0 , 'delta': 23416.0 , 'meditation': 48 , 'poor_signal': 0 , 'high_alpha': 4536.0 , 'high_gamma': 1458.0 , 'length': 32 , 'theta': 18699.0 , 'low_alpha': 1401.0} 00:57:59
{'high_beta': 10920.0 , 'low_beta': 10258.0 , 'attention': 51 , 'low_gamma': 3723.0 , 'delta': 28877.0 , 'meditation': 74 , 'poor_signal': 0 , 'high_alpha': 5904.0 , 'high_gamma': 4174.0 , 'length': 32 , 'theta': 52158.0 , 'low_alpha': 39282.0} 00:58:00
{'high_beta': 5333.0 , 'low_beta': 9563.0 , 'attention': 37 , 'low_gamma': 2478.0 , 'delta': 9122.0 , 'meditation': 91 , 'poor_signal': 0 , 'high_alpha': 57418.0 , 'high_gamma': 3310.0 , 'length': 32 , 'theta': 17884.0 , 'low_alpha': 1068.0} 00:58:01
{'high_beta': 4072.0 , 'low_beta': 7716.0 , 'attention': 29 , 'low_gamma': 3970.0 , 'delta': 2599.0 , 'meditation': 56 , 'poor_signal': 0 , 'high_alpha': 4955.0 , 'high_gamma': 5878.0 , 'length': 32 , 'theta': 24579.0 , 'low_alpha': 2424.0} 00:58:02
{'high_beta': 10835.0 , 'low_beta': 14724.0 , 'attention': 24 , 'low_gamma': 4463.0 , 'delta': 2468.0 , 'meditation': 77 , 'poor_signal': 0 , 'high_alpha': 12763.0 , 'high_gamma': 6435.0 , 'length': 32 , 'theta': 16233.0 , 'low_alpha': 13441.0} 00:58:03
{'high_beta': 14013.0 , 'low_beta': 1786.0 , 'attention': 43 , 'low_gamma': 3125.0 , 'delta': 12361.0 , 'meditation': 60 , 'poor_signal': 0 , 'high_alpha': 6584.0 , 'high_gamma': 6278.0 , 'length': 32 , 'theta': 7245.0 , 'low_alpha': 3984.0} 00:58:04
{'high_beta': 4102.0 , 'low_beta': 1364.0 , 'attention': 60 , 'low_gamma': 4043.0 , 'delta': 1962.0 , 'meditation': 34 , 'poor_signal': 0 , 'high_alpha': 2666.0 , 'high_gamma': 5493.0 , 'length': 32 , 'theta': 9093.0 , 'low_alpha': 1953.0} 00:58:05
{'high_beta': 7633.0 , 'low_beta': 15624.0 , 'attention': 60 , 'low_gamma': 5962.0 , 'delta': 97934.0 , 'meditation': 44 , 'poor_signal': 0 , 'high_alpha': 12412.0 , 'high_gamma': 4327.0 , 'length': 32 , 'theta': 34731.0 , 'low_alpha': 13912.0} 00:58:06
{'high_beta': 2778.0 , 'low_beta': 3776.0 , 'attention': 50 , 'low_gamma': 907.0 , 'delta': 45834.0 , 'meditation': 23 , 'poor_signal': 0 , 'high_alpha': 1454.0 , 'high_gamma': 964.0 , 'length': 32 , 'theta': 23106.0 , 'low_alpha': 3188.0} 00:58:07
{'high_beta': 4024.0 , 'low_beta': 8641.0 , 'attention': 35 , 'low_gamma': 2247.0 , 'delta': 12027.0 , 'meditation': 16 , 'poor_signal': 0 , 'high_alpha': 5055.0 , 'high_gamma': 3459.0 , 'length': 32 , 'theta': 15725.0 , 'low_alpha': 2692.0} 00:58:08
{'high_beta': 3974.0 , 'low_beta': 5435.0 , 'attention': 26 , 'low_gamma': 1133.0 , 'delta': 8039.0 , 'meditation': 1 , 'poor_signal': 0 , 'high_alpha': 1569.0 , 'high_gamma': 1688.0 , 'length': 32 , 'theta': 24911.0 , 'low_alpha': 2304.0} 00:58:09
{'high_beta': 3226.0 , 'low_beta': 4995.0 , 'attention': 38 , 'low_gamma': 4310.0 , 'delta': 4886.0 , 'meditation': 1 , 'poor_signal': 0 , 'high_alpha': 2177.0 , 'high_gamma': 1369.0 , 'length': 32 , 'theta': 4211.0 , 'low_alpha': 1084.0} 00:58:10
{'high_beta': 13634.0 , 'low_beta': 12735.0 , 'attention': 38 , 'low_gamma': 4527.0 , 'delta': 377926.0 , 'meditation': 1 , 'poor_signal': 0 , 'high_alpha': 6036.0 , 'high_gamma': 6424.0 , 'length': 32 , 'theta': 121445.0 , 'low_alpha': 1877.0} 00:58:11
{'high_beta': 9469.0 , 'low_beta': 8717.0 , 'attention': 50 , 'low_gamma': 3144.0 , 'delta': 11653.0 , 'meditation': 1 , 'poor_signal': 0 , 'high_alpha': 6036.0 , 'high_gamma': 4008.0 , 'length': 32 , 'theta': 8690.0 , 'low_alpha': 2127.0} 00:58:12
{'high_beta': 1217.0 , 'low_beta': 2117.0 , 'attention': 50 , 'low_gamma': 1091.0 , 'delta': 113157.0 , 'meditation': 35 , 'poor_signal': 0 , 'high_alpha': 4929.0 , 'high_gamma': 1216.0 , 'length': 32 , 'theta': 2848.0 , 'low_alpha': 1985.0} 00:58:13
{'high_beta': 8147.0 , 'low_beta': 5772.0 , 'attention': 37 , 'low_gamma': 3174.0 , 'delta': 77946.0 , 'meditation': 51 , 'poor_signal': 0 , 'high_alpha': 18474.0 , 'high_gamma': 3973.0 , 'length': 32 , 'theta': 41816.0 , 'low_alpha': 13120.0} 00:58:14
