{'high_beta': 0 , 'low_beta': 0 , 'attention': 0 , 'low_gamma': 0 , 'delta': 0 , 'meditation': 0 , 'poor_signal': 200 , 'high_alpha': 0 , 'high_gamma': 0 , 'length': 0 , 'theta': 0 , 'low_alpha': 0} 00:55:32
{'high_beta': 3308.0 , 'low_beta': 16222.0 , 'attention': 54 , 'low_gamma': 6574.0 , 'delta': 5747.0 , 'meditation': 100 , 'poor_signal': 0 , 'high_alpha': 29386.0 , 'high_gamma': 6483.0 , 'length': 32 , 'theta': 29456.0 , 'low_alpha': 6174.0} 00:55:52
{'high_beta': 7376.0 , 'low_beta': 5720.0 , 'attention': 54 , 'low_gamma': 2474.0 , 'delta': 10045.0 , 'meditation': 96 , 'poor_signal': 0 , 'high_alpha': 5908.0 , 'high_gamma': 8522.0 , 'length': 32 , 'theta': 15902.0 , 'low_alpha': 7065.0} 00:55:53
{'high_beta': 2609.0 , 'low_beta': 4222.0 , 'attention': 43 , 'low_gamma': 1149.0 , 'delta': 58268.0 , 'meditation': 54 , 'poor_signal': 0 , 'high_alpha': 896.0 , 'high_gamma': 1206.0 , 'length': 32 , 'theta': 18356.0 , 'low_alpha': 2568.0} 00:55:54
{'high_beta': 13244.0 , 'low_beta': 10099.0 , 'attention': 43 , 'low_gamma': 4438.0 , 'delta': 41457.0 , 'meditation': 40 , 'poor_signal': 0 , 'high_alpha': 5814.0 , 'high_gamma': 1212.0 , 'length': 32 , 'theta': 39497.0 , 'low_alpha': 10146.0} 00:55:55
{'high_beta': 2744.0 , 'low_beta': 2924.0 , 'attention': 57 , 'low_gamma': 1175.0 , 'delta': 10654.0 , 'meditation': 16 , 'poor_signal': 0 , 'high_alpha': 2776.0 , 'high_gamma': 5351.0 , 'length': 32 , 'theta': 5851.0 , 'low_alpha': 515.0} 00:55:56
{'high_beta': 7548.0 , 'low_beta': 8858.0 , 'attention': 64 , 'low_gamma': 4076.0 , 'delta': 14406.0 , 'meditation': 4 , 'poor_signal': 0 , 'high_alpha': 1945.0 , 'high_gamma': 4687.0 , 'length': 32 , 'theta': 8324.0 , 'low_alpha': 3957.0} 00:55:57
{'high_beta': 5227.0 , 'low_beta': 5918.0 , 'attention': 75 , 'low_gamma': 4093.0 , 'delta': 3642.0 , 'meditation': 27 , 'poor_signal': 0 , 'high_alpha': 4275.0 , 'high_gamma': 2834.0 , 'length': 32 , 'theta': 6109.0 , 'low_alpha': 2518.0} 00:55:58
{'high_beta': 5584.0 , 'low_beta': 7103.0 , 'attention': 70 , 'low_gamma': 4646.0 , 'delta': 12353.0 , 'meditation': 23 , 'poor_signal': 0 , 'high_alpha': 4800.0 , 'high_gamma': 6931.0 , 'length': 32 , 'theta': 25560.0 , 'low_alpha': 3211.0} 00:55:59
{'high_beta': 5664.0 , 'low_beta': 5924.0 , 'attention': 74 , 'low_gamma': 2605.0 , 'delta': 1682.0 , 'meditation': 47 , 'poor_signal': 0 , 'high_alpha': 6865.0 , 'high_gamma': 2600.0 , 'length': 32 , 'theta': 4410.0 , 'low_alpha': 6381.0} 00:56:00
{'high_beta': 4820.0 , 'low_beta': 4554.0 , 'attention': 69 , 'low_gamma': 3113.0 , 'delta': 2625.0 , 'meditation': 61 , 'poor_signal': 0 , 'high_alpha': 2621.0 , 'high_gamma': 1675.0 , 'length': 32 , 'theta': 5414.0 , 'low_alpha': 4440.0} 00:56:01
{'high_beta': 5926.0 , 'low_beta': 7761.0 , 'attention': 66 , 'low_gamma': 2584.0 , 'delta': 6988.0 , 'meditation': 67 , 'poor_signal': 0 , 'high_alpha': 1999.0 , 'high_gamma': 4774.0 , 'length': 32 , 'theta': 5538.0 , 'low_alpha': 9262.0} 00:56:02
{'high_beta': 5697.0 , 'low_beta': 2465.0 , 'attention': 83 , 'low_gamma': 1732.0 , 'delta': 490.0 , 'meditation': 67 , 'poor_signal': 0 , 'high_alpha': 1174.0 , 'high_gamma': 1918.0 , 'length': 32 , 'theta': 4053.0 , 'low_alpha': 1201.0} 00:56:03
{'high_beta': 7553.0 , 'low_beta': 8234.0 , 'attention': 77 , 'low_gamma': 6179.0 , 'delta': 15011.0 , 'meditation': 51 , 'poor_signal': 0 , 'high_alpha': 10222.0 , 'high_gamma': 5148.0 , 'length': 32 , 'theta': 28275.0 , 'low_alpha': 4936.0} 00:56:04
{'high_beta': 7305.0 , 'low_beta': 4578.0 , 'attention': 77 , 'low_gamma': 6055.0 , 'delta': 7589.0 , 'meditation': 56 , 'poor_signal': 0 , 'high_alpha': 7778.0 , 'high_gamma': 2510.0 , 'length': 32 , 'theta': 10856.0 , 'low_alpha': 5041.0} 00:56:05
{'high_beta': 1325.0 , 'low_beta': 1871.0 , 'attention': 61 , 'low_gamma': 1050.0 , 'delta': 22959.0 , 'meditation': 29 , 'poor_signal': 0 , 'high_alpha': 258.0 , 'high_gamma': 710.0 , 'length': 32 , 'theta': 20975.0 , 'low_alpha': 3342.0} 00:56:06
