{'high_beta': 0 , 'low_beta': 0 , 'attention': 0 , 'low_gamma': 0 , 'delta': 0 , 'meditation': 0 , 'poor_signal': 200 , 'high_alpha': 0 , 'high_gamma': 0 , 'length': 0 , 'theta': 0 , 'low_alpha': 0} 00:56:35
{'high_beta': 1716.0 , 'low_beta': 1131.0 , 'attention': 0 , 'low_gamma': 1203.0 , 'delta': 1579.0 , 'meditation': 0 , 'poor_signal': 0 , 'high_alpha': 403.0 , 'high_gamma': 1121.0 , 'length': 32 , 'theta': 1462.0 , 'low_alpha': 1554.0} 00:56:42
{'high_beta': 6267.0 , 'low_beta': 2163.0 , 'attention': 0 , 'low_gamma': 4343.0 , 'delta': 5519.0 , 'meditation': 0 , 'poor_signal': 0 , 'high_alpha': 681.0 , 'high_gamma': 5386.0 , 'length': 32 , 'theta': 12348.0 , 'low_alpha': 664.0} 00:56:43
{'high_beta': 4643.0 , 'low_beta': 5145.0 , 'attention': 48 , 'low_gamma': 1180.0 , 'delta': 2828.0 , 'meditation': 51 , 'poor_signal': 0 , 'high_alpha': 2120.0 , 'high_gamma': 895.0 , 'length': 32 , 'theta': 9522.0 , 'low_alpha': 5326.0} 00:56:44
{'high_beta': 1659.0 , 'low_beta': 280.0 , 'attention': 61 , 'low_gamma': 792.0 , 'delta': 105360.0 , 'meditation': 67 , 'poor_signal': 0 , 'high_alpha': 845.0 , 'high_gamma': 1064.0 , 'length': 32 , 'theta': 727.0 , 'low_alpha': 897.0} 00:56:45
{'high_beta': 4350.0 , 'low_beta': 4739.0 , 'attention': 66 , 'low_gamma': 5595.0 , 'delta': 8148.0 , 'meditation': 83 , 'poor_signal': 0 , 'high_alpha': 6114.0 , 'high_gamma': 3038.0 , 'length': 32 , 'theta': 14322.0 , 'low_alpha': 5369.0} 00:56:46
{'high_beta': 5371.0 , 'low_beta': 8628.0 , 'attention': 78 , 'low_gamma': 3525.0 , 'delta': 22970.0 , 'meditation': 83 , 'poor_signal': 0 , 'high_alpha': 887.0 , 'high_gamma': 2522.0 , 'length': 32 , 'theta': 10867.0 , 'low_alpha': 2310.0} 00:56:47
{'high_beta': 11355.0 , 'low_beta': 4619.0 , 'attention': 80 , 'low_gamma': 4605.0 , 'delta': 8805.0 , 'meditation': 88 , 'poor_signal': 0 , 'high_alpha': 6616.0 , 'high_gamma': 6633.0 , 'length': 32 , 'theta': 13186.0 , 'low_alpha': 10221.0} 00:56:48
{'high_beta': 10224.0 , 'low_beta': 7781.0 , 'attention': 75 , 'low_gamma': 8537.0 , 'delta': 9065.0 , 'meditation': 93 , 'poor_signal': 0 , 'high_alpha': 12510.0 , 'high_gamma': 6529.0 , 'length': 32 , 'theta': 7047.0 , 'low_alpha': 14846.0} 00:56:49
{'high_beta': 2924.0 , 'low_beta': 4679.0 , 'attention': 69 , 'low_gamma': 1970.0 , 'delta': 8412.0 , 'meditation': 80 , 'poor_signal': 0 , 'high_alpha': 3549.0 , 'high_gamma': 1743.0 , 'length': 32 , 'theta': 22973.0 , 'low_alpha': 727.0} 00:56:50
{'high_beta': 4557.0 , 'low_beta': 1437.0 , 'attention': 63 , 'low_gamma': 5350.0 , 'delta': 34381.0 , 'meditation': 90 , 'poor_signal': 0 , 'high_alpha': 5810.0 , 'high_gamma': 9469.0 , 'length': 32 , 'theta': 20262.0 , 'low_alpha': 2159.0} 00:56:51
{'high_beta': 3790.0 , 'low_beta': 3363.0 , 'attention': 61 , 'low_gamma': 3396.0 , 'delta': 5679.0 , 'meditation': 94 , 'poor_signal': 0 , 'high_alpha': 2422.0 , 'high_gamma': 2248.0 , 'length': 32 , 'theta': 4096.0 , 'low_alpha': 5909.0} 00:56:52
{'high_beta': 7092.0 , 'low_beta': 5055.0 , 'attention': 63 , 'low_gamma': 6963.0 , 'delta': 10456.0 , 'meditation': 84 , 'poor_signal': 0 , 'high_alpha': 5762.0 , 'high_gamma': 3655.0 , 'length': 32 , 'theta': 7747.0 , 'low_alpha': 4043.0} 00:56:53
{'high_beta': 9062.0 , 'low_beta': 18162.0 , 'attention': 74 , 'low_gamma': 3026.0 , 'delta': 6171.0 , 'meditation': 96 , 'poor_signal': 0 , 'high_alpha': 11812.0 , 'high_gamma': 2435.0 , 'length': 32 , 'theta': 9386.0 , 'low_alpha': 1935.0} 00:56:54
{'high_beta': 4989.0 , 'low_beta': 6052.0 , 'attention': 67 , 'low_gamma': 2003.0 , 'delta': 52295.0 , 'meditation': 83 , 'poor_signal': 0 , 'high_alpha': 6708.0 , 'high_gamma': 2406.0 , 'length': 32 , 'theta': 63265.0 , 'low_alpha': 688.0} 00:56:55
{'high_beta': 6623.0 , 'low_beta': 6649.0 , 'attention': 70 , 'low_gamma': 1428.0 , 'delta': 19632.0 , 'meditation': 77 , 'poor_signal': 0 , 'high_alpha': 6994.0 , 'high_gamma': 3439.0 , 'length': 32 , 'theta': 3797.0 , 'low_alpha': 1377.0} 00:56:56
{'high_beta': 1285.0 , 'low_beta': 1229.0 , 'attention': 64 , 'low_gamma': 800.0 , 'delta': 95568.0 , 'meditation': 78 , 'poor_signal': 0 , 'high_alpha': 1316.0 , 'high_gamma': 204.0 , 'length': 32 , 'theta': 4607.0 , 'low_alpha': 2665.0} 00:56:57
{'high_beta': 2206.0 , 'low_beta': 1697.0 , 'attention': 60 , 'low_gamma': 1724.0 , 'delta': 20313.0 , 'meditation': 88 , 'poor_signal': 0 , 'high_alpha': 3930.0 , 'high_gamma': 1318.0 , 'length': 32 , 'theta': 5139.0 , 'low_alpha': 3697.0} 00:56:58
{'high_beta': 9467.0 , 'low_beta': 4273.0 , 'attention': 63 , 'low_gamma': 6703.0 , 'delta': 167140.0 , 'meditation': 100 , 'poor_signal': 0 , 'high_alpha': 8727.0 , 'high_gamma': 4518.0 , 'length': 32 , 'theta': 20795.0 , 'low_alpha': 53324.0} 00:56:59
{'high_beta': 7880.0 , 'low_beta': 10900.0 , 'attention': 56 , 'low_gamma': 1689.0 , 'delta': 10261.0 , 'meditation': 100 , 'poor_signal': 0 , 'high_alpha': 18204.0 , 'high_gamma': 844.0 , 'length': 32 , 'theta': 7358.0 , 'low_alpha': 5661.0} 00:57:00
{'high_beta': 6580.0 , 'low_beta': 6231.0 , 'attention': 64 , 'low_gamma': 8104.0 , 'delta': 4809.0 , 'meditation': 100 , 'poor_signal': 0 , 'high_alpha': 4184.0 , 'high_gamma': 3850.0 , 'length': 32 , 'theta': 4504.0 , 'low_alpha': 5845.0} 00:57:01
{'high_beta': 4458.0 , 'low_beta': 4159.0 , 'attention': 66 , 'low_gamma': 5074.0 , 'delta': 3732.0 , 'meditation': 100 , 'poor_signal': 0 , 'high_alpha': 6870.0 , 'high_gamma': 4404.0 , 'length': 32 , 'theta': 10217.0 , 'low_alpha': 789.0} 00:57:02
{'high_beta': 7874.0 , 'low_beta': 1973.0 , 'attention': 80 , 'low_gamma': 1329.0 , 'delta': 11216.0 , 'meditation': 91 , 'poor_signal': 0 , 'high_alpha': 3869.0 , 'high_gamma': 3940.0 , 'length': 32 , 'theta': 3215.0 , 'low_alpha': 5664.0} 00:57:03
{'high_beta': 9302.0 , 'low_beta': 8181.0 , 'attention': 87 , 'low_gamma': 4052.0 , 'delta': 2263.0 , 'meditation': 81 , 'poor_signal': 0 , 'high_alpha': 5099.0 , 'high_gamma': 1419.0 , 'length': 32 , 'theta': 9553.0 , 'low_alpha': 3358.0} 00:57:04
{'high_beta': 706.0 , 'low_beta': 2400.0 , 'attention': 78 , 'low_gamma': 706.0 , 'delta': 97243.0 , 'meditation': 80 , 'poor_signal': 0 , 'high_alpha': 2396.0 , 'high_gamma': 416.0 , 'length': 32 , 'theta': 2552.0 , 'low_alpha': 643.0} 00:57:05
{'high_beta': 4847.0 , 'low_beta': 8122.0 , 'attention': 81 , 'low_gamma': 3232.0 , 'delta': 4005.0 , 'meditation': 77 , 'poor_signal': 0 , 'high_alpha': 4645.0 , 'high_gamma': 3961.0 , 'length': 32 , 'theta': 6241.0 , 'low_alpha': 332.0} 00:57:06
{'high_beta': 17242.0 , 'low_beta': 8402.0 , 'attention': 81 , 'low_gamma': 7850.0 , 'delta': 15903.0 , 'meditation': 57 , 'poor_signal': 0 , 'high_alpha': 2645.0 , 'high_gamma': 5374.0 , 'length': 32 , 'theta': 21779.0 , 'low_alpha': 2853.0} 00:57:07
{'high_beta': 6650.0 , 'low_beta': 4304.0 , 'attention': 67 , 'low_gamma': 2287.0 , 'delta': 48638.0 , 'meditation': 60 , 'poor_signal': 0 , 'high_alpha': 12682.0 , 'high_gamma': 2439.0 , 'length': 32 , 'theta': 48292.0 , 'low_alpha': 13031.0} 00:57:08
{'high_beta': 6824.0 , 'low_beta': 2353.0 , 'attention': 56 , 'low_gamma': 4488.0 , 'delta': 22672.0 , 'meditation': 53 , 'poor_signal': 0 , 'high_alpha': 7966.0 , 'high_gamma': 2300.0 , 'length': 32 , 'theta': 187766.0 , 'low_alpha': 37488.0} 00:57:09
