{'high_beta': 0 , 'low_beta': 0 , 'attention': 0 , 'low_gamma': 0 , 'delta': 0 , 'meditation': 0 , 'poor_signal': 200 , 'high_alpha': 0 , 'high_gamma': 0 , 'length': 0 , 'theta': 0 , 'low_alpha': 0} 00:54:01
{'high_beta': 3014.0 , 'low_beta': 7291.0 , 'attention': 56 , 'low_gamma': 5773.0 , 'delta': 3904.0 , 'meditation': 1 , 'poor_signal': 0 , 'high_alpha': 2959.0 , 'high_gamma': 8142.0 , 'length': 32 , 'theta': 17591.0 , 'low_alpha': 4835.0} 00:54:11
{'high_beta': 7012.0 , 'low_beta': 4942.0 , 'attention': 57 , 'low_gamma': 5529.0 , 'delta': 282941.0 , 'meditation': 1 , 'poor_signal': 0 , 'high_alpha': 5868.0 , 'high_gamma': 5924.0 , 'length': 32 , 'theta': 70412.0 , 'low_alpha': 8843.0} 00:54:12
{'high_beta': 8258.0 , 'low_beta': 9099.0 , 'attention': 56 , 'low_gamma': 5488.0 , 'delta': 19534.0 , 'meditation': 1 , 'poor_signal': 0 , 'high_alpha': 14098.0 , 'high_gamma': 3708.0 , 'length': 32 , 'theta': 7329.0 , 'low_alpha': 566.0} 00:54:13
{'high_beta': 6201.0 , 'low_beta': 6367.0 , 'attention': 61 , 'low_gamma': 5444.0 , 'delta': 9349.0 , 'meditation': 8 , 'poor_signal': 0 , 'high_alpha': 3129.0 , 'high_gamma': 2968.0 , 'length': 32 , 'theta': 12982.0 , 'low_alpha': 5188.0} 00:54:14
{'high_beta': 14959.0 , 'low_beta': 15772.0 , 'attention': 67 , 'low_gamma': 11290.0 , 'delta': 11800.0 , 'meditation': 17 , 'poor_signal': 0 , 'high_alpha': 4946.0 , 'high_gamma': 4606.0 , 'length': 32 , 'theta': 22023.0 , 'low_alpha': 12202.0} 00:54:15
{'high_beta': 8239.0 , 'low_beta': 8429.0 , 'attention': 77 , 'low_gamma': 3014.0 , 'delta': 18172.0 , 'meditation': 20 , 'poor_signal': 0 , 'high_alpha': 4020.0 , 'high_gamma': 4379.0 , 'length': 32 , 'theta': 12956.0 , 'low_alpha': 1766.0} 00:54:16
{'high_beta': 11450.0 , 'low_beta': 15091.0 , 'attention': 75 , 'low_gamma': 5463.0 , 'delta': 16943.0 , 'meditation': 1 , 'poor_signal': 0 , 'high_alpha': 8189.0 , 'high_gamma': 4901.0 , 'length': 32 , 'theta': 30326.0 , 'low_alpha': 2046.0} 00:54:17
{'high_beta': 8327.0 , 'low_beta': 25540.0 , 'attention': 75 , 'low_gamma': 7809.0 , 'delta': 5391.0 , 'meditation': 1 , 'poor_signal': 0 , 'high_alpha': 6288.0 , 'high_gamma': 3606.0 , 'length': 32 , 'theta': 7403.0 , 'low_alpha': 13316.0} 00:54:18
{'high_beta': 6025.0 , 'low_beta': 9389.0 , 'attention': 74 , 'low_gamma': 3288.0 , 'delta': 10683.0 , 'meditation': 1 , 'poor_signal': 0 , 'high_alpha': 5786.0 , 'high_gamma': 3832.0 , 'length': 32 , 'theta': 13650.0 , 'low_alpha': 1272.0} 00:54:19
{'high_beta': 8092.0 , 'low_beta': 12978.0 , 'attention': 74 , 'low_gamma': 3040.0 , 'delta': 502.0 , 'meditation': 1 , 'poor_signal': 0 , 'high_alpha': 3995.0 , 'high_gamma': 1289.0 , 'length': 32 , 'theta': 12096.0 , 'low_alpha': 4987.0} 00:54:20
{'high_beta': 7743.0 , 'low_beta': 13995.0 , 'attention': 64 , 'low_gamma': 11108.0 , 'delta': 87227.0 , 'meditation': 4 , 'poor_signal': 0 , 'high_alpha': 9479.0 , 'high_gamma': 3617.0 , 'length': 32 , 'theta': 94290.0 , 'low_alpha': 22872.0} 00:54:21
{'high_beta': 11190.0 , 'low_beta': 5227.0 , 'attention': 63 , 'low_gamma': 5957.0 , 'delta': 26999.0 , 'meditation': 1 , 'poor_signal': 0 , 'high_alpha': 8145.0 , 'high_gamma': 6382.0 , 'length': 32 , 'theta': 23784.0 , 'low_alpha': 5167.0} 00:54:22
{'high_beta': 4442.0 , 'low_beta': 4979.0 , 'attention': 64 , 'low_gamma': 1677.0 , 'delta': 2389.0 , 'meditation': 8 , 'poor_signal': 0 , 'high_alpha': 5294.0 , 'high_gamma': 1969.0 , 'length': 32 , 'theta': 7252.0 , 'low_alpha': 975.0} 00:54:23
{'high_beta': 7284.0 , 'low_beta': 14000.0 , 'attention': 70 , 'low_gamma': 7009.0 , 'delta': 10688.0 , 'meditation': 1 , 'poor_signal': 0 , 'high_alpha': 2652.0 , 'high_gamma': 3955.0 , 'length': 32 , 'theta': 2021.0 , 'low_alpha': 278.0} 00:54:24
{'high_beta': 4566.0 , 'low_beta': 8680.0 , 'attention': 75 , 'low_gamma': 4687.0 , 'delta': 13270.0 , 'meditation': 16 , 'poor_signal': 0 , 'high_alpha': 3630.0 , 'high_gamma': 3690.0 , 'length': 32 , 'theta': 26048.0 , 'low_alpha': 14945.0} 00:54:25
{'high_beta': 8124.0 , 'low_beta': 8585.0 , 'attention': 81 , 'low_gamma': 10042.0 , 'delta': 13197.0 , 'meditation': 8 , 'poor_signal': 0 , 'high_alpha': 1048.0 , 'high_gamma': 3445.0 , 'length': 32 , 'theta': 6468.0 , 'low_alpha': 2723.0} 00:54:26
{'high_beta': 6673.0 , 'low_beta': 5219.0 , 'attention': 80 , 'low_gamma': 4759.0 , 'delta': 3779.0 , 'meditation': 35 , 'poor_signal': 0 , 'high_alpha': 13628.0 , 'high_gamma': 3734.0 , 'length': 32 , 'theta': 5228.0 , 'low_alpha': 11704.0} 00:54:27
{'high_beta': 3794.0 , 'low_beta': 6130.0 , 'attention': 69 , 'low_gamma': 3407.0 , 'delta': 5819.0 , 'meditation': 48 , 'poor_signal': 0 , 'high_alpha': 4537.0 , 'high_gamma': 2508.0 , 'length': 32 , 'theta': 7179.0 , 'low_alpha': 389.0} 00:54:28
{'high_beta': 6209.0 , 'low_beta': 10939.0 , 'attention': 75 , 'low_gamma': 6744.0 , 'delta': 15990.0 , 'meditation': 29 , 'poor_signal': 0 , 'high_alpha': 3997.0 , 'high_gamma': 2216.0 , 'length': 32 , 'theta': 21968.0 , 'low_alpha': 2572.0} 00:54:29
{'high_beta': 7621.0 , 'low_beta': 12558.0 , 'attention': 69 , 'low_gamma': 4026.0 , 'delta': 2820.0 , 'meditation': 48 , 'poor_signal': 0 , 'high_alpha': 2326.0 , 'high_gamma': 5823.0 , 'length': 32 , 'theta': 7771.0 , 'low_alpha': 11720.0} 00:54:30
{'high_beta': 4731.0 , 'low_beta': 10059.0 , 'attention': 69 , 'low_gamma': 2428.0 , 'delta': 8676.0 , 'meditation': 30 , 'poor_signal': 0 , 'high_alpha': 5439.0 , 'high_gamma': 2627.0 , 'length': 32 , 'theta': 7057.0 , 'low_alpha': 5282.0} 00:54:31
{'high_beta': 12388.0 , 'low_beta': 4487.0 , 'attention': 70 , 'low_gamma': 11802.0 , 'delta': 14996.0 , 'meditation': 41 , 'poor_signal': 0 , 'high_alpha': 6062.0 , 'high_gamma': 9954.0 , 'length': 32 , 'theta': 14214.0 , 'low_alpha': 10180.0} 00:54:32
{'high_beta': 5560.0 , 'low_beta': 5241.0 , 'attention': 74 , 'low_gamma': 6297.0 , 'delta': 10424.0 , 'meditation': 67 , 'poor_signal': 0 , 'high_alpha': 7879.0 , 'high_gamma': 2379.0 , 'length': 32 , 'theta': 4245.0 , 'low_alpha': 3869.0} 00:54:33
{'high_beta': 4912.0 , 'low_beta': 5737.0 , 'attention': 69 , 'low_gamma': 6353.0 , 'delta': 19772.0 , 'meditation': 61 , 'poor_signal': 0 , 'high_alpha': 6455.0 , 'high_gamma': 5911.0 , 'length': 32 , 'theta': 20956.0 , 'low_alpha': 4626.0} 00:54:34
{'high_beta': 6448.0 , 'low_beta': 10152.0 , 'attention': 66 , 'low_gamma': 1994.0 , 'delta': 16975.0 , 'meditation': 78 , 'poor_signal': 0 , 'high_alpha': 32076.0 , 'high_gamma': 4186.0 , 'length': 32 , 'theta': 5028.0 , 'low_alpha': 1105.0} 00:54:35
{'high_beta': 5945.0 , 'low_beta': 9188.0 , 'attention': 63 , 'low_gamma': 3853.0 , 'delta': 2185.0 , 'meditation': 84 , 'poor_signal': 0 , 'high_alpha': 4195.0 , 'high_gamma': 1568.0 , 'length': 32 , 'theta': 7695.0 , 'low_alpha': 13368.0} 00:54:36
