{'high_beta': 0 , 'low_beta': 0 , 'attention': 0 , 'low_gamma': 0 , 'delta': 0 , 'meditation': 0 , 'poor_signal': 200 , 'high_alpha': 0 , 'high_gamma': 0 , 'length': 0 , 'theta': 0 , 'low_alpha': 0} 17:45:40
{'high_beta': 7344.0 , 'low_beta': 22796.0 , 'attention': 0 , 'low_gamma': 5361.0 , 'delta': 62365.0 , 'meditation': 0 , 'poor_signal': 0 , 'high_alpha': 10987.0 , 'high_gamma': 6141.0 , 'length': 32 , 'theta': 101452.0 , 'low_alpha': 7289.0} 17:45:48
{'high_beta': 3411.0 , 'low_beta': 3984.0 , 'attention': 0 , 'low_gamma': 3241.0 , 'delta': 253232.0 , 'meditation': 0 , 'poor_signal': 0 , 'high_alpha': 3718.0 , 'high_gamma': 4120.0 , 'length': 32 , 'theta': 63946.0 , 'low_alpha': 2522.0} 17:45:49
{'high_beta': 15171.0 , 'low_beta': 19916.0 , 'attention': 51 , 'low_gamma': 9782.0 , 'delta': 944722.0 , 'meditation': 53 , 'poor_signal': 0 , 'high_alpha': 21475.0 , 'high_gamma': 8386.0 , 'length': 32 , 'theta': 84583.0 , 'low_alpha': 24753.0} 17:45:50
{'high_beta': 11475.0 , 'low_beta': 5171.0 , 'attention': 70 , 'low_gamma': 9458.0 , 'delta': 127555.0 , 'meditation': 74 , 'poor_signal': 0 , 'high_alpha': 3796.0 , 'high_gamma': 7993.0 , 'length': 32 , 'theta': 41563.0 , 'low_alpha': 32100.0} 17:45:51
{'high_beta': 3878.0 , 'low_beta': 10104.0 , 'attention': 64 , 'low_gamma': 5514.0 , 'delta': 200322.0 , 'meditation': 96 , 'poor_signal': 0 , 'high_alpha': 8679.0 , 'high_gamma': 3608.0 , 'length': 32 , 'theta': 42143.0 , 'low_alpha': 29017.0} 17:45:51
{'high_beta': 4475.0 , 'low_beta': 6669.0 , 'attention': 70 , 'low_gamma': 1618.0 , 'delta': 53821.0 , 'meditation': 100 , 'poor_signal': 0 , 'high_alpha': 7452.0 , 'high_gamma': 6959.0 , 'length': 32 , 'theta': 29725.0 , 'low_alpha': 15965.0} 17:45:53
{'high_beta': 6047.0 , 'low_beta': 1987.0 , 'attention': 83 , 'low_gamma': 4086.0 , 'delta': 97506.0 , 'meditation': 100 , 'poor_signal': 0 , 'high_alpha': 1585.0 , 'high_gamma': 3907.0 , 'length': 32 , 'theta': 16446.0 , 'low_alpha': 7859.0} 17:45:53
{'high_beta': 2263.0 , 'low_beta': 5736.0 , 'attention': 60 , 'low_gamma': 2315.0 , 'delta': 285202.0 , 'meditation': 100 , 'poor_signal': 0 , 'high_alpha': 5835.0 , 'high_gamma': 1908.0 , 'length': 32 , 'theta': 23914.0 , 'low_alpha': 5113.0} 17:45:54
{'high_beta': 8240.0 , 'low_beta': 19648.0 , 'attention': 90 , 'low_gamma': 21419.0 , 'delta': 691831.0 , 'meditation': 100 , 'poor_signal': 0 , 'high_alpha': 18799.0 , 'high_gamma': 6891.0 , 'length': 32 , 'theta': 9084.0 , 'low_alpha': 1997.0} 17:45:55
{'high_beta': 3508.0 , 'low_beta': 2402.0 , 'attention': 91 , 'low_gamma': 4791.0 , 'delta': 165135.0 , 'meditation': 100 , 'poor_signal': 0 , 'high_alpha': 11321.0 , 'high_gamma': 3735.0 , 'length': 32 , 'theta': 11907.0 , 'low_alpha': 1991.0} 17:45:56
{'high_beta': 1559.0 , 'low_beta': 2412.0 , 'attention': 50 , 'low_gamma': 3184.0 , 'delta': 56101.0 , 'meditation': 93 , 'poor_signal': 0 , 'high_alpha': 6361.0 , 'high_gamma': 2777.0 , 'length': 32 , 'theta': 59167.0 , 'low_alpha': 4614.0} 17:45:58
{'high_beta': 12910.0 , 'low_beta': 25956.0 , 'attention': 67 , 'low_gamma': 11012.0 , 'delta': 145343.0 , 'meditation': 80 , 'poor_signal': 0 , 'high_alpha': 8456.0 , 'high_gamma': 7296.0 , 'length': 32 , 'theta': 59176.0 , 'low_alpha': 3264.0} 17:45:58
{'high_beta': 14983.0 , 'low_beta': 16549.0 , 'attention': 60 , 'low_gamma': 6138.0 , 'delta': 1919902.0 , 'meditation': 75 , 'poor_signal': 0 , 'high_alpha': 21407.0 , 'high_gamma': 2413.0 , 'length': 32 , 'theta': 58062.0 , 'low_alpha': 10327.0} 17:45:59
{'high_beta': 3598.0 , 'low_beta': 3010.0 , 'attention': 75 , 'low_gamma': 329.0 , 'delta': 11218.0 , 'meditation': 67 , 'poor_signal': 0 , 'high_alpha': 2524.0 , 'high_gamma': 2068.0 , 'length': 32 , 'theta': 3728.0 , 'low_alpha': 2397.0} 17:46:00
{'high_beta': 11230.0 , 'low_beta': 6601.0 , 'attention': 100 , 'low_gamma': 4487.0 , 'delta': 17594.0 , 'meditation': 75 , 'poor_signal': 0 , 'high_alpha': 3504.0 , 'high_gamma': 1487.0 , 'length': 32 , 'theta': 10690.0 , 'low_alpha': 3262.0} 17:46:01
{'high_beta': 2161.0 , 'low_beta': 4002.0 , 'attention': 97 , 'low_gamma': 2687.0 , 'delta': 15731.0 , 'meditation': 100 , 'poor_signal': 0 , 'high_alpha': 3769.0 , 'high_gamma': 1635.0 , 'length': 32 , 'theta': 14446.0 , 'low_alpha': 11238.0} 17:46:02
{'high_beta': 2784.0 , 'low_beta': 3863.0 , 'attention': 74 , 'low_gamma': 1401.0 , 'delta': 977072.0 , 'meditation': 77 , 'poor_signal': 0 , 'high_alpha': 4074.0 , 'high_gamma': 2220.0 , 'length': 32 , 'theta': 49922.0 , 'low_alpha': 350.0} 17:46:03
{'high_beta': 16371.0 , 'low_beta': 22890.0 , 'attention': 50 , 'low_gamma': 4678.0 , 'delta': 337410.0 , 'meditation': 67 , 'poor_signal': 0 , 'high_alpha': 3811.0 , 'high_gamma': 10085.0 , 'length': 32 , 'theta': 130938.0 , 'low_alpha': 38901.0} 17:46:04
{'high_beta': 7780.0 , 'low_beta': 20330.0 , 'attention': 16 , 'low_gamma': 5483.0 , 'delta': 121280.0 , 'meditation': 69 , 'poor_signal': 0 , 'high_alpha': 24023.0 , 'high_gamma': 4040.0 , 'length': 32 , 'theta': 145921.0 , 'low_alpha': 26745.0} 17:46:05
{'high_beta': 3176.0 , 'low_beta': 4108.0 , 'attention': 17 , 'low_gamma': 1144.0 , 'delta': 96196.0 , 'meditation': 44 , 'poor_signal': 0 , 'high_alpha': 3988.0 , 'high_gamma': 1658.0 , 'length': 32 , 'theta': 34181.0 , 'low_alpha': 1684.0} 17:46:06
{'high_beta': 4315.0 , 'low_beta': 6578.0 , 'attention': 24 , 'low_gamma': 1578.0 , 'delta': 96326.0 , 'meditation': 57 , 'poor_signal': 0 , 'high_alpha': 3139.0 , 'high_gamma': 1471.0 , 'length': 32 , 'theta': 41200.0 , 'low_alpha': 6479.0} 17:46:07
{'high_beta': 9288.0 , 'low_beta': 21095.0 , 'attention': 29 , 'low_gamma': 9436.0 , 'delta': 352905.0 , 'meditation': 69 , 'poor_signal': 0 , 'high_alpha': 4448.0 , 'high_gamma': 12163.0 , 'length': 32 , 'theta': 35227.0 , 'low_alpha': 29388.0} 17:46:08
{'high_beta': 24353.0 , 'low_beta': 119329.0 , 'attention': 30 , 'low_gamma': 57916.0 , 'delta': 366496.0 , 'meditation': 56 , 'poor_signal': 0 , 'high_alpha': 35877.0 , 'high_gamma': 10526.0 , 'length': 32 , 'theta': 410119.0 , 'low_alpha': 35027.0} 17:46:09
{'high_beta': 5268.0 , 'low_beta': 6114.0 , 'attention': 27 , 'low_gamma': 5179.0 , 'delta': 118345.0 , 'meditation': 54 , 'poor_signal': 0 , 'high_alpha': 5202.0 , 'high_gamma': 4240.0 , 'length': 32 , 'theta': 84317.0 , 'low_alpha': 6199.0} 17:46:10
{'high_beta': 4330.0 , 'low_beta': 5930.0 , 'attention': 14 , 'low_gamma': 5988.0 , 'delta': 728654.0 , 'meditation': 47 , 'poor_signal': 0 , 'high_alpha': 7630.0 , 'high_gamma': 3312.0 , 'length': 32 , 'theta': 117963.0 , 'low_alpha': 6443.0} 17:46:11
{'high_beta': 14371.0 , 'low_beta': 19481.0 , 'attention': 11 , 'low_gamma': 7730.0 , 'delta': 45692.0 , 'meditation': 35 , 'poor_signal': 0 , 'high_alpha': 20656.0 , 'high_gamma': 7869.0 , 'length': 32 , 'theta': 101128.0 , 'low_alpha': 12680.0} 17:46:12
{'high_beta': 27622.0 , 'low_beta': 37782.0 , 'attention': 17 , 'low_gamma': 40046.0 , 'delta': 2192431.0 , 'meditation': 61 , 'poor_signal': 0 , 'high_alpha': 144609.0 , 'high_gamma': 55555.0 , 'length': 32 , 'theta': 101701.0 , 'low_alpha': 57373.0} 17:46:13
{'high_beta': 25375.0 , 'low_beta': 27367.0 , 'attention': 26 , 'low_gamma': 18281.0 , 'delta': 802806.0 , 'meditation': 66 , 'poor_signal': 0 , 'high_alpha': 27588.0 , 'high_gamma': 26860.0 , 'length': 32 , 'theta': 179890.0 , 'low_alpha': 29723.0} 17:46:14
